Key,Title,Category,Frame,Icon,Description
"minecraft:adventure/lightning_rod_with_villager_no_fire","Surge Protector","adventure","goal","villager_spawn_egg","Protect a villager from an undesired shock without starting a fire"
"blazeandcave:monsters/ew_ew_ew","Ew Ew Ew!","monsters","task","string","Kill a spider"
"blazeandcave:monsters/because_im_aquaman","Because I'm Aquaman!","monsters","goal","trident","Obtain a trident from a Drowned"
"blazeandcave:building/fake_fortress","Fake fortress","building","task","red_nether_bricks","Craft or collect all forms of nether brick and red nether brick"
"blazeandcave:enchanting/mace_windu","Mace Windu","enchanting","goal","mace","Obtain the Wind Burst enchantment on a Mace"
"blazeandcave:nether/the_nethers_shield","The Nether's Shield","nether","task","shield","Block some blaze fireballs"
"blazeandcave:farming/trimming_the_treetops","Trimming the Treetops","farming","task","oak_leaves","Use shears to obtain leaf blocks"
"blazeandcave:monsters/there_has_to_be_another_way","There has to be another way...","monsters","task","iron_nugget","Kill a zombie villager"
"minecraft:end/respawn_dragon","The End... Again","end","goal","end_crystal","Respawn the Ender Dragon"
"blazeandcave:statistics/olympic_athlete","Olympic Athlete","statistics","goal","golden_leggings","Swim 10km"
"blazeandcave:biomes/edge_of_the_jungle","Edge of the Jungle","biomes","challenge","jungle_sapling","Enter a Modified Jungle Edge - the rarest biome in Minecraft"
"blazeandcave:potion/a_furious_test_subject","A Furious Test Subject","potion","challenge","dispenser","Get attacked by a mob with every potion effect"
"blazeandcave:mining/amethyst_miner","Amethyst Miner","mining","challenge","amethyst_block","Mine a stack of Amethyst Blocks, Amethyst Clusters, and every size of Amethyst Bud"
"minecraft:nether/fast_travel","Subspace Bubble","nether","challenge","map","Use the Nether to travel at least 7km in the Overworld"
"blazeandcave:farming/an_amazing_story","An amazing story!","farming","task","written_book","Finish writing in your book or get a book from another player"
"blazeandcave:statistics/shell_testing","Shell Testing","statistics","task","iron_nautilus_armor","Ride 1km on a Nautilus"
"blazeandcave:animal/salmonella_poisoning","Salmonella Poisoning","animal","task","salmon","Eat some raw salmon... and not get poisoned after all"
"minecraft:adventure/root","Adventure","adventure","task","map","Village, pillage and exploration"
"minecraft:nether/get_wither_skull","Spooky Scary Skeleton","nether","task","wither_skeleton_skull","Obtain a wither skeleton's skull"
"blazeandcave:building/and_open","Aaaaaand... OPEN!","building","task","iron_door","Craft and place an iron door"
"blazeandcave:challenges/farlander","Farlander","challenges","challenge","structure_void","Travel all the way to the border of the world"
"blazeandcave:mining/lush_hour","Lush Hour","mining","goal","moss_block","Obtain a stack of all lush-related blocks"
"blazeandcave:enchanting/do_a_barrel_roll","Do A Barrel Roll!","enchanting","goal","water_bucket","Use Riptide to give yourself a boost"
"blazeandcave:potion/water_balloon","Water Balloon","potion","task","splash_potion","Kill a mob with a Splash Water Bottle. Just, water you doing?"
"blazeandcave:adventure/justice","Justice","adventure","challenge","tipped_arrow","Kill a Pillager, Vindicator, Evoker, Ravager and Witch with a single crossbow arrow"
"blazeandcave:animal/silence_of_the_lambs","Silence of the Lambs","animal","goal","gray_wool","Bring a Sheep into an Ancient City and silence it"
"blazeandcave:farming/root","Farming","farming","task","hay_block","Hoe hoe hoe!"
"blazeandcave:monsters/miracle_drink","Miracle Drink","monsters","goal","honey_bottle","Drink milk or honey to cure poison when on half a heart"
"blazeandcave:redstone/quartz_miner","Quartz Miner","redstone","goal","quartz_block","Mine enough nether quartz to craft a stack of quartz blocks"
"blazeandcave:weaponry/diemonds","Diemonds!","weaponry","task","diamond","Hit a mob with diamonds"
"blazeandcave:mining/moar_tools","MOAR Tools","mining","task","stone_shovel","Craft a stone pickaxe, axe, shovel and hoe"
"minecraft:husbandry/tadpole_in_a_bucket","Bukkit bukkit","husbandry","task","tadpole_bucket","Catch a Tadpole in a Bucket"
"blazeandcave:end/off_with_his_head","Off With His Head!","end","task","dragon_head","Collect a dragon's head from the bow of an end ship"
"blazeandcave:farming/not_today","Not Today!","farming","task","poisonous_potato","Eat a poisonous potato"
"blazeandcave:farming/one_course_meal","One-course meal","farming","task","acacia_sapling","Use bone meal to grow a sapling into a tree"
"blazeandcave:farming/hay_there","Hay there!","farming","goal","hay_block","Craft a stack of hay blocks"
"blazeandcave:redstone/troll_chest","Troll Chest","redstone","task","trapped_chest","Trigger a trapped chest. Good for trolling your friends!"
"blazeandcave:building/prepare_to_meet_your_loom","Prepare to meet your Loom!","building","task","loom","Craft a loom with string and planks for creating your own banners"
"blazeandcave:monsters/zombie_slayer","Zombie Slayer","monsters","goal","zombie_spawn_egg","Collect a stack of rotten flesh"
"blazeandcave:weaponry/who_ya_gonna_call","Who ya gonna call?","weaponry","goal","ghast_tear","Kill a ghast using a firework's explosion"
"blazeandcave:weaponry/explosive_fire","Explosive Fire","weaponry","task","crossbow","Load your crossbow with a firework"
"blazeandcave:adventure/seafood_skewer","Seafood Skewer","adventure","task","arrow","Kill a Guardian with arrows"
"blazeandcave:weaponry/flying_colors","Flying Colors","weaponry","task","shield","Apply a banner to your shield"
"blazeandcave:challenges/potion_master","Potion Master","challenges","challenge","splash_potion","Kill every mob in the game with splash potions"
"blazeandcave:statistics/loot_em","Loot 'em!","statistics","task","chest","Open 10 loot chests"
"blazeandcave:statistics/journeyman_enchanter","Journeyman Enchanter","statistics","goal","diamond_axe","Enchant 50 items"
"minecraft:story/mine_diamond","Diamonds!","story","task","diamond_ore","Acquire diamonds"
"blazeandcave:statistics/yum_yum_yummo","Yum Yum Yummo","statistics","goal","cooked_beef","Eat 1000 food items"
"blazeandcave:nether/the_descent","The Descent","nether","task","netherrack","Dig down into the deepest depths of the Nether"
"minecraft:adventure/who_needs_rockets","Who Needs Rockets?","adventure","task","wind_charge","Use a Wind Charge to launch yourself upward at least 8 blocks"
"blazeandcave:statistics/black_belt_ninja","Black Belt Ninja","statistics","goal","leather_chestplate","Sneak 1km"
"blazeandcave:mining/get_a_lode_of_this","Get a Lode Of This!","mining","task","lodestone","Craft a Lodestone using Chiseled Stone Bricks and an Iron Ingot"
"blazeandcave:animal/aquarium","Aquarium","animal","goal","salmon_bucket","Catch all four types of fish and set them free in an aquarium"
"blazeandcave:enchanting/to_infinity_and_beyond","To Infinity And Beyond!","enchanting","goal","arrow","Obtain Infinity on a bow"
"blazeandcave:nether/master_netherite_miner","Master Netherite Miner","nether","challenge","netherite_ingot","Mine enough Ancient Debris to make a stack of Netherite Ingots (don’t worry, mining a stack of Netherite Blocks is optional in this datapack, I’m not that evil…)"
"blazeandcave:farming/kelp_me","Kelp me!","farming","task","kelp","Collect some kelp from an ocean"
"blazeandcave:building/professor_dark_oak","Professor Dark Oak","building","goal","dark_oak_sapling","Craft every item made out of dark oak wood"
"blazeandcave:animal/desert_rider","Desert Rider","animal","task","camel_spawn_egg","Find a Camel in a Desert and ride it"
"blazeandcave:animal/iceologer_shouldve_won","Iceologer Should've Won","animal","challenge","blue_ice","Kill 100 Glow Squids"
"blazeandcave:mining/life_sentence","Life Sentence","mining","goal","waxed_weathered_copper_bars","Collect a stack of every oxidizing stage of Copper Bars, including all of their waxed variants"
"blazeandcave:farming/combine_harvester","Combine Harvester","farming","challenge","bone_meal","Use bone meal on everything that can be grown"
"blazeandcave:building/the_rainbow_you_always_wanted","The Rainbow You Always Wanted","building","goal","magenta_concrete","Craft all 16 colors of concrete"
"blazeandcave:statistics/minecart_rider","Minecart Rider","statistics","task","minecart","Ride 1km in a minecart"
"blazeandcave:redstone/vibe_check","Vibe Check","redstone","task","sculk_sensor","Use Silk Touch to pick up a Sculk Sensor or find one among Ancient City treasure"
"blazeandcave:biomes/the_sea_calls_you","The sea calls you...","biomes","task","seagrass","Find an ocean"
"blazeandcave:adventure/i_just_want_to_make_toast","I just want to make toast!","adventure","task","rabbit_spawn_egg","Name a bunny 'Toast'"
"blazeandcave:statistics/ancient_kung_fu_master","Ancient Kung Fu Master","statistics","challenge","panda_spawn_egg","Sneak 10km"
"minecraft:adventure/avoid_vibration","Sneak 100","adventure","task","sculk","Sneak near something in the Deep Dark to prevent being heard"
"blazeandcave:adventure/picador","Picador","adventure","goal","trident","Hit a Ravager with a thrown trident"
"blazeandcave:redstone/pressure_detector","Pressure Detector","redstone","task","detector_rail","Use a pressure plate to craft a detector rail"
"blazeandcave:enchanting/bane_of_one_shotting_spiders","Bane of one-shotting spiders","enchanting","goal","spider_eye","Obtain Bane of Arthropods V"
"blazeandcave:biomes/just_keep_swimming","Just Keep Swimming","biomes","task","water_bucket","Go for a swim"
"blazeandcave:bacap/animal_milestone","Animal Milestone","bacap","goal","beef","Complete every advancement in the Animal tab"
"blazeandcave:nether/we_got_a_live_one","We Got a Live One!","nether","goal","piglin_spawn_egg","Bring a Piglin into the Overworld then spare it from an eternity of zombification"
"blazeandcave:biomes/boatception","Boatception","biomes","goal","spruce_boat","Get in a boat within a shipwreck"
"minecraft:adventure/sleep_in_bed","Sweet dreams","adventure","task","red_bed","Sleep in a bed to change your respawn point"
"blazeandcave:building/smooth_dude","Smooth, dude!","building","task","smooth_stone","Smelt normal stone further into smooth stone"
"blazeandcave:mining/hot_topic","Hot Topic","mining","task","furnace","Construct a furnace out of eight stone blocks"
"blazeandcave:building/sharpening_station","Sharpening Station","building","task","grindstone","Craft a grindstone using a stone slab, planks and sticks for repairing tools"
"blazeandcave:building/delicious_hot_schmoes","Delicious, Hot Schmoes!","building","goal","rabbit","Place every type of cookable food on a campfire"
"blazeandcave:mining/steals_on_wheels","Steals on Wheels","mining","task","chest_minecart","Loot a minecart chest from an Abandoned Mineshaft"
"blazeandcave:weaponry/warden_extinction","Warden Extinction","weaponry","challenge","sculk","Deal 250 hearts of damage in a single hit using the Mace… to one-shot a Warden"
"blazeandcave:enchanting/root","Enchanting","enchanting","task","enchanting_table","Enchant items to give them magical abilities"
"blazeandcave:building/bulbous","Bulbous!","building","task","copper_bulb","Light up the area with a Copper Bulb!"
"blazeandcave:adventure/rare_candy_shop","Rare Candy Shop","adventure","task","experience_bottle","Trade for a Bottle o’ Enchanting from a Cleric"
"blazeandcave:animal/getting_into_a_stew","Getting Into a Stew","animal","task","rabbit_stew","Make and eat some rabbit stew"
"blazeandcave:mining/renewable_energy","Renewable Energy","mining","task","charcoal","Smelt wood trunks using charcoal to make more charcoal"
"blazeandcave:statistics/happy_new_year","Happy New Year!","statistics","challenge","firework_rocket","Play for a whole Minecraft year"
"blazeandcave:building/stuck_in_the_mud","Stuck in the Mud","building","task","mud","Use a Water Bottle on some Dirt to turn it into Mud"
"blazeandcave:adventure/tomb_raider","Tomb Raider","adventure","task","mossy_cobblestone","Enter a jungle temple"
"minecraft:nether/create_full_beacon","Beaconator","nether","challenge","beacon","Bring a beacon to full power"
"blazeandcave:weaponry/the_mighty_hunter","The Mighty Hunter","weaponry","challenge","chicken","Hunt all types of land animals with your bow"
"minecraft:story/obtain_armor","Suit Up","story","task","iron_chestplate","Protect yourself with a piece of iron armor"
"blazeandcave:farming/mushroom_mushroom","Mushroom, Mushroom!","farming","task","mushroom_stew","Slurp some mushroom stew"
"blazeandcave:adventure/the_tribal_villagers","The Tribal Villagers","adventure","goal","jungle_log","Breed and trade with a jungle villager"
"blazeandcave:nether/gilty","Gilty!","nether","task","gilded_blackstone","Mine some Gilded Blackstone from a Bastion Remnant"
"blazeandcave:mining/lucky_break","Lucky Break","mining","goal","chainmail_boots","Survive a long fall with just a sliver of health remaining"
"blazeandcave:redstone/monstrous_sacrifices","Monstrous Sacrifices","redstone","challenge","sculk_catalyst","Kill every hostile monster near a Sculk Catalyst"
"blazeandcave:animal/scuttler","Scuttler","animal","task","turtle_scute","Get a scute from a baby turtle when it grows up"
"blazeandcave:nether/hot_spring","Hot Spring","nether","task","water_bucket","Sit in water in the Nether"
"blazeandcave:nether/lead_zeppelin","Lead Zeppelin","nether","task","lead","Attach a Boat to a Happy Ghast using a Lead"
"blazeandcave:animal/fuzzy_feet","Fuzzy Feet","animal","goal","magenta_carpet","Craft all 16 colors of carpet"
"blazeandcave:monsters/jockey_jamboree","Jockey Jamboree","monsters","challenge","saddle","Unite every kind of jockey mob in one place"
"blazeandcave:statistics/stonks","STONKS!","statistics","challenge","egg","Trade with villagers 2500 times"
"blazeandcave:monsters/spooky_skeleton","Spooky Skeleton","monsters","task","bone","Kill a skeleton"
"blazeandcave:monsters/paleontologist","Paleontologist","monsters","goal","bone_block","Craft or mine a stack of bone blocks"
"blazeandcave:animal/pig_slaughterer","Pig Slaughterer","animal","goal","pig_spawn_egg","Collect a stack of raw porkchops"
"blazeandcave:potion/final_shout","Final Shout","potion","goal","splash_potion","Kill a mob that has the Wind Charged, Weaving and Oozing effects"
"minecraft:nether/netherite_armor","A Knight to Nether Forget","nether","goal","netherite_chestplate","Use a Smithing Table to upgrade your diamond armor to netherite armor"
"blazeandcave:adventure/this_will_be_a_breeze","This will be a breeze!","adventure","task","trial_spawner","Famous last words. Get killed by a Breeze"
"blazeandcave:building/classic_pocket_edition_block","Classic Pocket Edition Block","building","task","stonecutter","Craft a stonecutter using stone and an iron ingot"
"blazeandcave:bacap/redstone_milestone","Redstone Milestone","bacap","goal","redstone","Complete every advancement in the Redstone tab"
"blazeandcave:weaponry/toasted_marshmallow","Toasted Marshmallow","weaponry","goal","ghast_spawn_egg","Defeat a Ghast using a Spear enchanted with Fire Aspect"
"blazeandcave:weaponry/shovel_knight","Shovel Knight","weaponry","goal","iron_shovel","Hit mobs using every kind of shovel"
"blazeandcave:statistics/the_parrots_and_the_bats","The Parrots and the Bats","statistics","task","porkchop","Breed 100 animals"
"minecraft:nether/summon_wither","Withering Heights","nether","goal","nether_star","Summon the Wither"
"blazeandcave:farming/come_to_the_countryside","Come to the countryside!","farming","goal","beetroot_seeds","Plant every single type of crop on farmland"
"blazeandcave:challenges/root","Super Challenges","challenges","challenge","ender_eye","Good luck completing... any of these ;)"
"blazeandcave:nether/high_temperature_fluid_monster","High Temperature Fluid Monster","nether","task","magma_cream","Kill a magma cube"
"blazeandcave:challenges/rise_of_the_skeletons","Rise of the Skeletons","challenges","challenge","skeleton_skull","Obtain a stack of Skeleton Skulls"
"blazeandcave:biomes/zoologist","Zoologist","biomes","task","panda_spawn_egg","Breed two pandas to get a baby panda"
"blazeandcave:mining/my_work_here_is_done","My work here is done","mining","task","gravel","Get caught in a cave-in of gravel"
"blazeandcave:building/the_walls","The Walls","building","task","cobblestone_wall","Build some cobblestone walls"
"blazeandcave:animal/rainbow_collection","Rainbow Collection","animal","goal","light_blue_wool","Gather all 16 colors of wool"
"blazeandcave:technical/you_are_a_big_cheater","You are a big cheater!","technical","goal","barrier","You don't want to have this advancement unlocked!"
"blazeandcave:biomes/this_snow_is_snowier","This Snow is Snowier","biomes","task","snow_block","Fall into some Powder Snow"
"blazeandcave:building/cherry_bomb","Cherry Bomb","building","goal","cherry_sapling","Craft every item made out of cherry wood"
"blazeandcave:mining/eeuuwww","Eeuuwww!","mining","task","cobweb","Get stuck in a cobweb"
"blazeandcave:mining/budget_channeling","Budget Channeling","mining","task","lightning_rod","Craft a Lightning Rod using Copper Ingots"
"blazeandcave:statistics/novice_enchanter","Novice Enchanter","statistics","task","iron_sword","Enchant 10 items"
"blazeandcave:adventure/feeling_ill","Feeling Ill","adventure","goal","totem_of_undying","Defeat every type of Illager as part of a raid"
"blazeandcave:building/ah_my_old_enemy","Ah, My Old Enemy...","building","goal","stone_brick_stairs","Craft every type of stairs"
"blazeandcave:mining/truly_an_all_purpose_tool","Truly an all-purpose tool","mining","task","shears","Use Shears to remove the block from inside a Sulfur Cube"
"blazeandcave:enchanting/classic_cartoon_comedy","Classic Cartoon Comedy","enchanting","task","chipped_anvil","Get squashed by an anvil"
"blazeandcave:monsters/void_ender","Void Ender","monsters","goal","ender_pearl","Defeat all kinds of End mobs"
"blazeandcave:animal/what_does_the_fox_say","What Does The Fox Say?","animal","task","fox_spawn_egg","Breed two red foxes with sweet berries"
"blazeandcave:weaponry/revenge","Revenge!","weaponry","task","creeper_head","Blow up a creeper with TNT"
"minecraft:husbandry/root","Animals","husbandry","task","beef","The world is full of friends and food"
"blazeandcave:mining/statue_of_limitations","Statue of Limitations","mining","challenge","waxed_weathered_copper_golem_statue","Collect a stack of every oxidizing stage of Copper Golem Statues, including all of their waxed variants"
"blazeandcave:monsters/trampoline","Trampoline","monsters","task","slime_block","Bounce onto a slime block from at least 30 blocks high"
"minecraft:adventure/adventuring_time","Adventuring Time","adventure","challenge","diamond_boots","Discover each type of surface biome in the Overworld"
"blazeandcave:adventure/undying_fandom","Undying Fandom","adventure","challenge","magenta_wool","Receive every type of gift from Villagers as a Hero of the Village"
"blazeandcave:enchanting/curses","Curses!","enchanting","goal","creeper_head","Obtain both types of curses"
"blazeandcave:building/rock_polish","Rock Polish","building","task","polished_diorite","Craft every type of polished block"
"blazeandcave:monsters/bogged_down","Bogged Down","monsters","task","slime_ball","Kill a Bogged. Watch those poison arrows!"
"blazeandcave:adventure/town_planner","Town Planner","adventure","goal","stonecutter","Craft and place every type of villager workstation"
"blazeandcave:redstone/click","Click!","redstone","task","oak_button","Place and push a button"
"blazeandcave:biomes/20_leagues_under_the_sea","20 Leagues Under the Sea","biomes","goal","deepslate","Ride a Nautilus below y-level -20 in the Overworld"
"blazeandcave:animal/counting_sheep","Counting Sheep","animal","challenge","white_bed","Have 100 Sheep within 16 blocks of you"
"minecraft:husbandry/safely_harvest_honey","Bee Our Guest","husbandry","task","campfire","Use a bottle to collect Honey from a Beehive with a campfire beneath it so you don't aggravate the bees"
"blazeandcave:building/washing_machine","Washing Machine","building","goal","iron_block","Use a cauldron to clean leather armor, a banner and a shulker box"
"blazeandcave:animal/llama_festival","Llama Festival","animal","goal","purple_banner","Sit on Llamas with all 16 colors of carpet. Getting off will reset your progress"
"minecraft:adventure/kill_a_mob","Monster Hunter","adventure","task","iron_sword","Kill any hostile monster"
"blazeandcave:mining/oresome","Oresome!","mining","challenge","deepslate_redstone_ore","Mine a stack of every ore block"
"blazeandcave:biomes/simba","Simba","biomes","goal","ocelot_spawn_egg","Breed a baby ocelot"
"blazeandcave:building/a_masterpiece","A Masterpiece!","building","task","painting","Put up a painting"
"blazeandcave:biomes/so_long_and_thanks_for_all_the_fish","So Long & Thanks For The Fish","biomes","task","bowl","Get murdered by dolphins"
"blazeandcave:adventure/secret_of_the_igloo","Secret of the Igloo","adventure","task","snow_block","Find an igloo in a snowy tundra"
"minecraft:husbandry/whole_pack","The Whole Pack","husbandry","challenge","bone","Tame one of each Wolf variant"
"blazeandcave:mining/nananananananana","Nananananananana...","mining","task","bat_spawn_egg","Accidentally hit a bat underground"
"blazeandcave:mining/living_like_kings","Living Like Kings","mining","task","golden_chestplate","Make yourself shiny with golden armor"
"blazeandcave:nether/gilded_miner","Gilded Miner","nether","goal","gold_nugget","Mine a stack of Gilded Blackstone from Bastion Remnants"
"blazeandcave:animal/high_steaks","High Steaks","animal","task","cooked_beef","The steaks are high for this advancement!"
"blazeandcave:statistics/sheriff_firearm","Sheriff Firearm","statistics","goal","golden_horse_armor","Ride 10km on a horse"
"blazeandcave:animal/snow_fox_64","Snow Fox 64","animal","task","snow_block","Breed two snow foxes with sweet berries"
"blazeandcave:farming/booshes","Booshes","farming","task","bush","Collect some Bushes"
"blazeandcave:building/its_a_sign","It's a Sign!","building","task","oak_sign","Craft and place a sign"
"blazeandcave:building/en_garde","En Garde","building","task","oak_fence","Erect some fencing"
"blazeandcave:enchanting/oh_baby_a_triple","Oh baby a triple!","enchanting","challenge","tipped_arrow","Kill three mobs at the same time using a Multishot Crossbow from at least 30 blocks away"
"blazeandcave:nether/burnt_right_into_your_soul","Burnt Right Into Your Soul","nether","task","soul_soil","Get caught on Soul Fire"
"blazeandcave:biomes/spike_ice","Spike Ice!","biomes","task","packed_ice","Break down an ice spike using a silk touch pickaxe"
"blazeandcave:farming/a_mangrove_grove","A Mangrove Grove","farming","goal","mangrove_propagule","Plant a Mangrove Propagule in a Grove biome"
"minecraft:story/shiny_gear","Cover Me With Diamonds","story","task","diamond_chestplate","Diamond armor saves lives"
"blazeandcave:biomes/barbearian","Barbearian","biomes","task","polar_bear_spawn_egg","It may be illegal to hunt polar bears in real life, but not in Minecraft"
"blazeandcave:mining/obsidian_miner","Obsidian Miner","mining","goal","obsidian","Mine a stack of obsidian. (This might take a while...)"
"blazeandcave:nether/twisted","Twisted","nether","task","twisting_vines","Climb on some Twisting Vines in a Warped Forest"
"minecraft:story/iron_tools","Isn't It Iron Pick","story","task","iron_pickaxe","Upgrade your pickaxe"
"blazeandcave:farming/spikey","Spikey!","farming","task","cactus","Run into a cactus"
"blazeandcave:animal/follow_the_leader","Follow the Leader","animal","challenge","oak_fence","Attach a lead to every mob that can be leashed"
"blazeandcave:mining/moss_maker","Moss Maker","mining","task","moss_carpet","Use Bone Meal on Moss to spread its wonderful lushness across hard blocks of stone"
"blazeandcave:potion/gas","Gas!","potion","goal","lingering_potion","Kill a mob using a lingering potion"
"blazeandcave:mining/master_gold_miner","Master Gold Miner","mining","challenge","gold_block","Mine enough gold to make a stack of gold blocks"
"blazeandcave:mining/master_iron_miner","Master Iron Miner","mining","challenge","iron_block","Mine enough iron to make a stack of iron blocks"
"blazeandcave:potion/noxious_fumes","Noxious Fumes","potion","task","lingering_potion","Use dragon's breath to brew a lingering potion"
"blazeandcave:farming/the_lie","The Lie","farming","task","cake","Wheat, sugar, milk and eggs!"
"blazeandcave:statistics/the_haggler","The Haggler","statistics","task","emerald","Trade with villagers 100 times"
"minecraft:husbandry/ride_a_boat_with_a_goat","Whatever Floats Your Goat!","husbandry","task","birch_boat","Get in a Boat and float with a Goat"
"blazeandcave:adventure/were_being_attacked","We're being attacked!","adventure","task","crossbow","Trigger a Pillager Raid"
"blazeandcave:building/shroom_lightyear","Shroom Lightyear","building","task","shroomlight","Light up the area with Shroomlight!"
"blazeandcave:monsters/plane_walker","Plane Walker","monsters","goal","ender_eye","Kill endermen in all three dimensions"
"blazeandcave:biomes/titanic","Titanic","biomes","challenge","dark_oak_fence","Find a shipwreck in an iceberg biome"
"minecraft:adventure/honey_block_slide","Sticky Situation","adventure","task","honey_block","Jump into a honey block to slide down it"
"minecraft:husbandry/plant_seed","A Seedy Place","husbandry","task","wheat_seeds","Plant a seed and watch it grow"
"blazeandcave:weaponry/britney_spears","Britney Spears","weaponry","goal","golden_spear","Hit mobs with all kinds of Spears"
"blazeandcave:animal/wooly","Wooly!","animal","task","white_wool","Obtain wool from a sheep by killing it"
"minecraft:husbandry/kill_axolotl_target","The Healing Power of Friendship","husbandry","task","trident","Team up with an Axolotl and win a fight"
"blazeandcave:challenges/ad_astra","Ad Astra","challenges","challenge","firework_rocket","Reach an altitude of 10,000 blocks above the world"
"blazeandcave:biomes/atlantis","Atlantis?","biomes","task","chiseled_stone_bricks","Explore some Underwater Ruins"
"blazeandcave:monsters/stealth_is_optional","Stealth is Optional","monsters","goal","sculk_sensor","Overcome a Warden in the deepest and darkest of caves"
"blazeandcave:end/shulker_breaker","Shulker Breaker","end","goal","shulker_spawn_egg","Collect a stack of shulker shells"
"blazeandcave:monsters/night_runner","Night Runner","monsters","goal","iron_sword","Defeat all kinds of Overworld night mobs"
"blazeandcave:mining/mineral_collection","Mineral Collection","mining","goal","raw_gold_block","Craft every type of mineral block"
"blazeandcave:enchanting/echidna","Echidna","enchanting","goal","cactus","Obtain Thorns III on a piece of armour"
"minecraft:adventure/ol_betsy","Ol' Betsy","adventure","task","crossbow","Shoot a crossbow"
"blazeandcave:animal/delicious_fish","Delicious Fish","animal","task","cooked_cod","Cook and eat a fish!"
"blazeandcave:nether/piglin_peril","Piglin Peril","nether","challenge","piglin_head","Obtain a Piglin Head by blowing up a Piglin with a Charged Creeper"
"blazeandcave:monsters/now_thats_a_lot_of_damage","Now that's a lot of damage","monsters","task","sculk_catalyst","Succumb to the Warden"
"blazeandcave:monsters/impossible","Impossible...","monsters","challenge","arrow","Kill an Enderman with an arrow"
"blazeandcave:adventure/you_are_the_pillager","You are the Pillager","adventure","challenge","player_head","Murder one of every villager profession with a crossbow"
"blazeandcave:enchanting/fiery","Fiery","enchanting","goal","blaze_powder","Obtain every fire related enchantment"
"blazeandcave:adventure/stacked_smither","Stacked Smither","adventure","challenge","rib_armor_trim_smithing_template","Obtain a stack of every Smithing Template"
"blazeandcave:challenges/stack_all_the_items","Stack All the Items!","challenges","challenge","popped_chorus_fruit","Obtain a stack of all the items!"
"blazeandcave:adventure/out_of_posts","Out of Posts","adventure","task","dark_oak_planks","Enter a Pillager Outpost"
"blazeandcave:adventure/map_room","Map Room","adventure","task","item_frame","Place a map in an item frame"
"blazeandcave:biomes/dolphin_dasher","Dolphin Dasher","biomes","task","dolphin_spawn_egg","Get a speed boost from your friendly underwater companions"
"blazeandcave:mining/diam_oh_wait_no","DIAM- oh, wait, no.","mining","task","lapis_lazuli","It's still useful for enchanting"
"blazeandcave:end/getting_chorus","Getting Chorus","end","task","chorus_fruit","Attack a chorus tree until it collapses"
"minecraft:husbandry/axolotl_in_a_bucket","The Cutest Predator","husbandry","task","axolotl_bucket","Catch an Axolotl in a Bucket"
"blazeandcave:monsters/pupil_poppers","Pupil Poppers","monsters","challenge","spider_eye","Eat 1000 Spider Eyes"
"blazeandcave:bacap/time_to_dig","Time to Dig!","bacap","task","wooden_shovel","Use planks and sticks to make a shovel"
"blazeandcave:enchanting/god_of_thunder","God of Thunder","enchanting","goal","trident","Name your Trident with Loyalty III and Channeling 'Mjolnir'"
"blazeandcave:building/rainbow_sand","Rainbow Sand","building","task","light_blue_concrete_powder","Craft concrete powder using sand, gravel and dye"
"blazeandcave:building/spruce_lee","Spruce Lee","building","goal","spruce_sapling","Craft every item made out of spruce wood"
"minecraft:adventure/kill_mob_near_sculk_catalyst","It spreads!","adventure","task","sculk_catalyst","Kill a mob near a Sculk Catalyst"
"blazeandcave:animal/omelette","Omelette","animal","goal","blue_egg","Collect a stack of all kinds of Chicken Eggs"
"blazeandcave:building/pathways","Pathways","building","task","dirt_path","Use a shovel to create dirt paths"
"blazeandcave:nether/what_a_fungi","What a Fungi!","nether","task","warped_fungus","Pick up Crimson or Warped Fungus"
"blazeandcave:mining/meet_the_flintstones","Meet The Flintstones","mining","task","flint","Dig up some flint from a patch of gravel"
"blazeandcave:building/help_ive_been_framed","Help! I've been framed!","building","task","item_frame","Craft an item frame for displaying your items"
"blazeandcave:monsters/spider_smasher","Spider Smasher","monsters","goal","spider_spawn_egg","Collect a stack of string from spiders or cobwebs"
"blazeandcave:mining/bottom_to_top","Bottom to Top","mining","challenge","diorite","Place every cave block at the very top of the world"
"blazeandcave:nether/anchorman","Anchorman","nether","task","respawn_anchor","Craft a Respawn Anchor using Crying Obsidian and Glowstone then place it down"
"blazeandcave:nether/bring_down_the_beast","Bring Down The Beast","nether","goal","iron_sword","Bring down a ghast with a sword"
"blazeandcave:redstone/metal_plate","Metal Plate","redstone","task","heavy_weighted_pressure_plate","Dinner time!"
"blazeandcave:nether/i_am_root","I am Root","nether","task","crimson_roots","Pick up some crimson or warped roots"
"minecraft:adventure/two_birds_one_arrow","Two Birds, One Arrow","adventure","challenge","crossbow","Kill two Phantoms with a piercing arrow"
"blazeandcave:weaponry/sir_knight","Sir Knight","weaponry","task","shield","Use planks and iron to craft a shield"
"blazeandcave:mining/diamond_clad","Diamond Clad","mining","goal","diamond_helmet","A full suit of diamond armor saves even more lives"
"blazeandcave:building/fake_monument","Fake monument","building","task","prismarine_bricks","Craft or collect all forms of prismarine blocks"
"blazeandcave:farming/the_meloncholy_dane","The Meloncholy Dane","farming","goal","melon","Craft a stack of melon blocks"
"blazeandcave:statistics/who_needs_boats","Who Needs Boats?","statistics","goal","warped_fungus_on_a_stick","Ride 1km on a Strider"
"blazeandcave:adventure/slenderman","Slenderman","adventure","goal","enderman_spawn_egg","Defeat this terrifying monster"
